"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Infants","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"244","Extremely Fast","WEB","1","E","None","Lon All",50," PP Area",14,4,1,0,"None Required","YES","NO","Mrs","YES","1","2018","10",28,"Sunday","2019","10",18,"Friday","Closed","morning","fall","F"
"245","Extremely Fast","WEB","0","A","grade2","BH",105," AC",14,3,1,0,"A","NO","NO","Mrs","NO","1","2017","9",19,"Tuesday","2019","9",24,"Tuesday","Business_Hour","morning","fall","F"
"246","Extremely Fast","WEB","1","A","grade2","Lon All",28," AA Resort",14,2,0,0,"B","NO","NO","Mrs","NO","1","2017","2",28,"Tuesday","2017","9",15,"Friday","Closed","night","fall","F"
"247","Extremely Fast","WEB","1","B","grade2","BH",37," AB",14,2,0,0,"A","YES","YES","Mrs","NO","1","2017","9",19,"Tuesday","2018","6",7,"Thursday","Closed","night","summer","F"
"248","Extremely Fast","WEB","0","A","grade2","GG",66," AA Resort",14,2,2,0,"A","NO","NO","Mrs","NO","1","2018","3",23,"Friday","2019","6",28,"Friday","Business_Hour","morning","summer","F"
"249","Extremely Fast","WEB","1","B","None","MCH",21," CC City",7,2,0,0,"None Required","YES","NO","Mrs","NO","1","2019","1",26,"Saturday","2019","6",22,"Saturday","Business_Hour","morning","summer","F"
"250","Extremely Fast","WEB","0","A","grade2","MCH",22," AC",14,2,0,0,"A","NO","NO","Mrs","NO","0","2018","3",29,"Thursday","2018","8",27,"Monday","Closed","morning","summer","F"
"251","Extremely Fast","WEB","1","A","grade2","MCH",30," DC Drive",14,3,0,0,"B","YES","YES","Mrs","NO","0","2019","1",16,"Wednesday","2019","8",13,"Tuesday","Closed","night","summer","F"
"252","Extremely Fast","WEB","1","A","grade2","Lon Gat",34," AC",14,2,2,0,"B","NO","NO","Mrs","NO","0","2017","8",31,"Thursday","2018","4",25,"Wednesday","Closed","night","spring","F"
"253","Extremely Fast","WEB","0","A","grade3","Lon All",37," AB",14,6,0,0,"A","NO","NO","Mrs","NO","0","2017","7",18,"Tuesday","2018","4",3,"Tuesday","Closed","night","spring","F"
"254","Extremely Fast","WEB","1","OTHER","grade1","Lon All",99," JH Area",21,5,3,0,"A","YES","NO","Mrs","YES","0","2019","1",21,"Monday","2020","12",18,"Friday","Closed","night","winter","F"
"255","Extremely Fast","WEB","1","B","grade2","Lon All",82," CC City",17,4,2,0,"None Required","YES","NO","Mrs","YES","0","2018","9",7,"Friday","2020","4",1,"Wednesday","Closed","morning","spring","F"
"256","Extremely Fast","WEB","0","A","grade2","Any Airport",70," AC",14,4,2,0,"B","NO","NO","Mrs","NO","0","2017","10",9,"Monday","2019","2",13,"Wednesday","Closed","morning","winter","F"
"257","Extremely Fast","WEB","1","A","grade2","Lon All",32," AA Resort",10,3,4,0,"B","YES","NO","Mrs","NO","0","2019","1",14,"Monday","2019","8",25,"Sunday","Closed","night","summer","F"
"258","Extremely Fast","WEB","1","B","grade1","Lon Gat",66," AB",14,6,2,0,"A","YES","NO","Mrs","NO","0","2017","1",2,"Monday","2018","4",11,"Wednesday","Closed","night","spring","F"
"259","Extremely Fast","WEB","1","E","None","Lon Gat",12," AB",7,3,0,0,"None Required","YES","NO","Mrs","YES","0","2018","11",28,"Wednesday","2019","2",19,"Tuesday","Closed","morning","winter","F"
"260","Extremely Fast","WEB","1","A","grade3","Lon All",26," AC",19,2,1,0,"A","NO","NO","Mrs","NO","0","2017","8",7,"Monday","2018","2",7,"Wednesday","Closed","night","winter","F"
"261","Extremely Fast","WEB","0","A","grade3","Lon Gat",16," DC Drive",14,2,0,0,"None Required","YES","NO","Mrs","YES","0","2018","11",26,"Monday","2019","3",23,"Saturday","Closed","morning","spring","F"
"262","Extremely Fast","WEB","1","A","grade2","Lon All",28," CC City",7,2,0,0,"None Required","NO","NO","Mrs","NO","0","2017","11",9,"Thursday","2018","5",23,"Wednesday","Closed","morning","spring","F"
"263","Extremely Fast","WEB","1","OTHER","grade3","Any Airport",32," AC",12,5,1,0,"B","YES","YES","Mrs","NO","0","2018","1",7,"Sunday","2018","8",23,"Thursday","Closed","night","summer","F"
"264","Extremely Fast","WEB","1","A","grade1","MCH",112," AC",21,4,2,0,"A","YES","YES","Mrs","NO","0","2018","5",28,"Monday","2020","7",19,"Sunday","Closed","morning","summer","F"
"265","Extremely Fast","WEB","1","E","grade2","Lon All",23," AC",16,4,0,0,"A","NO","NO","Mrs","NO","0","2017","1",26,"Thursday","2017","7",4,"Tuesday","Closed","night","summer","F"
"266","Extremely Fast","WEB","0","B","grade2","Any Airport",37," CC City",10,2,0,0,"None Required","YES","YES","Mrs","NO","0","2017","10",3,"Tuesday","2018","6",19,"Tuesday","Closed","night","summer","F"
"267","Extremely Fast","WEB","0","A","grade1","BH",43," AC",14,3,2,0,"A","NO","NO","Mrs","NO","0","2018","2",25,"Sunday","2018","12",24,"Monday","Closed","morning","winter","F"
"268","Extremely Fast","WEB","1","E","None","MCH",57," AB",15,3,1,0,"None Required","YES","YES","Mrs","YES","0","2018","6",13,"Wednesday","2019","7",20,"Saturday","Closed","night","summer","F"
"269","Extremely Fast","WEB","0","A","grade2","Lon All",47," AA Resort",14,2,0,0,"A","YES","YES","Mrs","NO","0","2017","3",15,"Wednesday","2018","2",7,"Wednesday","Closed","night","winter","F"
"270","Extremely Fast","WEB","0","A","grade1","Lon Gat",28," AC",14,5,1,0,"A","YES","NO","Mrs","NO","0","2017","1",29,"Sunday","2017","8",19,"Saturday","Closed","morning","summer","F"
"271","Extremely Fast","WEB","0","E","grade2","Any Airport",24," AC",14,7,0,0,"A","YES","YES","Mrs","NO","0","2017","3",22,"Wednesday","2017","9",8,"Friday","Closed","night","fall","F"
"272","Extremely Fast","WEB","0","A","grade1","Lon All",38," JH Area",14,3,2,0,"A","YES","NO","Mrs","NO","0","2017","1",28,"Saturday","2017","10",20,"Friday","Business_Hour","morning","fall","F"
"273","Extremely Fast","WEB","1","A","grade2","MCH",11," NM AB Resort",10,2,0,0,"B","YES","YES","Mrs","YES","0","2018","9",22,"Saturday","2018","12",5,"Wednesday","Closed","night","winter","F"
"274","Extremely Fast","WEB","1","A","grade3","Lon Heathrow",31," AC",11,2,0,0,"None Required","NO","NO","Mrs","NO","0","2017","8",16,"Wednesday","2018","3",19,"Monday","Closed","night","spring","F"
"275","Extremely Fast","WEB","0","A","grade1","BH",9,"OTHER",14,4,1,1,"A","YES","YES","Mrs","YES","0","2018","9",6,"Thursday","2018","11",7,"Wednesday","Closed","morning","fall","F"
"276","Extremely Fast","WEB","1","A","grade2","Lon Gat",23," AA Resort",12,3,1,0,"None Required","YES","NO","Mrs","YES","0","2018","11",1,"Thursday","2019","4",11,"Thursday","Closed","night","spring","F"
"277","Extremely Fast","WEB","1","B","grade2","BH",18," CC City",15,5,0,0,"B","NO","NO","Mrs","NO","0","2017","3",28,"Tuesday","2017","8",5,"Saturday","Business_Hour","morning","summer","F"
"278","Extremely Fast","WEB","1","A","grade1","MCH",65," JH Area",14,2,0,0,"A","YES","NO","Mrs","NO","0","2019","1",23,"Wednesday","2020","4",21,"Tuesday","Business_Hour","morning","spring","F"
"279","Extremely Fast","WEB","1","A","grade1","OTHER",16," JH Area",14,2,1,0,"A","YES","YES","Mrs","NO","0","2017","4",16,"Sunday","2017","8",12,"Saturday","Closed","morning","summer","F"
"280","Extremely Fast","WEB","1","E","None","Lon Gat",64," AB",14,2,2,0,"A","YES","YES","Mrs","YES","0","2019","1",9,"Wednesday","2020","4",4,"Saturday","Closed","morning","spring","F"
"281","Extremely Fast","WEB","0","A","grade2","GG",56," AB",14,8,1,0,"A","YES","YES","Mrs","NO","0","2017","9",7,"Thursday","2018","10",5,"Friday","Closed","night","fall","F"
"282","Extremely Fast","WEB","1","A","grade2","OTHER",41," AB",14,2,2,1,"B","YES","YES","Mrs","NO","0","2017","7",25,"Tuesday","2018","5",7,"Monday","Closed","night","spring","F"
"283","Extremely Fast","WEB","0","A","grade2","MCH",49," AC",14,11,0,0,"B","YES","YES","Mrs","NO","0","2017","9",8,"Friday","2018","8",18,"Saturday","Closed","night","summer","F"
"284","Extremely Fast","WEB","0","A","grade2","Lon All",10," AA Resort",14,1,1,0,"B","NO","NO","Mrs","NO","0","2018","3",12,"Monday","2018","5",25,"Friday","Business_Hour","morning","spring","F"
"285","Extremely Fast","WEB","1","A","grade1","Lon All",33," JH Area",14,2,0,0,"A","NO","NO","Mrs","NO","0","2018","4",2,"Monday","2018","11",23,"Friday","Closed","morning","fall","F"
"286","Extremely Fast","WEB","1","OTHER","grade1","MCH",8," AC",14,3,0,0,"A","YES","YES","Mrs","NO","0","2017","6",18,"Sunday","2017","8",13,"Sunday","Business_Hour","morning","summer","F"
"287","Extremely Fast","WEB","1","A","grade1","OTHER",47," AB",14,4,0,0,"None Required","YES","YES","Mrs","YES","0","2018","8",2,"Thursday","2019","6",24,"Monday","Closed","morning","summer","F"
"288","Extremely Fast","WEB","1","A","grade3","OTHER",31,"OTHER",6,1,2,0,"A","YES","YES","Mrs","YES","0","2018","9",8,"Saturday","2019","4",13,"Saturday","Closed","night","spring","F"
"289","Extremely Fast","WEB","1","B","grade2","Lon Heathrow",58," CC City",14,4,0,0,"None Required","YES","NO","Mrs","YES","0","2018","7",17,"Tuesday","2019","8",31,"Saturday","Closed","morning","summer","F"
"290","Extremely Fast","WEB","1","A","grade2","Lon Gat",76," DC Drive",14,2,0,0,"B","YES","NO","Mrs","YES","0","2019","1",1,"Tuesday","2020","6",16,"Tuesday","Business_Hour","morning","summer","F"
"291","Extremely Fast","WEB","0","OTHER","grade1","Lon All",60," AC",20,4,1,0,"None Required","NO","NO","Mrs","NO","0","2017","8",22,"Tuesday","2018","10",15,"Monday","Closed","morning","fall","F"
"292","Extremely Fast","WEB","0","A","grade1","OTHER",43," AB",21,5,0,0,"A","NO","NO","Mrs","NO","0","2017","10",1,"Sunday","2018","8",2,"Thursday","Business_Hour","morning","summer","F"
"293","Extremely Fast","WEB","1","B","grade2","MCH",9," AB",21,3,0,0,"None Required","NO","NO","Mrs","NO","0","2017","5",29,"Monday","2017","8",1,"Tuesday","Closed","night","summer","F"
"294","Extremely Fast","WEB","1","A","grade2","MCH",44," LH",7,5,3,0,"None Required","YES","NO","Mrs","YES","0","2018","6",17,"Sunday","2019","4",21,"Sunday","Business_Hour","morning","spring","F"
"295","Extremely Fast","WEB","0","A","grade2","MCH",86," AB",14,1,0,0,"B","NO","NO","Mrs","NO","0","2017","9",14,"Thursday","2019","5",8,"Wednesday","Closed","morning","spring","F"
"296","Extremely Fast","WEB","1","A","grade2","Lon Heathrow",72," AC",14,2,0,0,"B","YES","YES","Mrs","NO","0","2017","4",18,"Tuesday","2018","9",7,"Friday","Closed","morning","fall","F"
"297","Extremely Fast","WEB","1","A","grade2","Lon All",42," AB",10,2,0,0,"None Required","NO","NO","Mrs","NO","0","2017","1",3,"Tuesday","2017","10",22,"Sunday","Closed","night","fall","F"
"298","Extremely Fast","WEB","1","A","grade2","MCH",51," AB",18,4,0,0,"None Required","NO","NO","Mrs","NO","0","2017","2",7,"Tuesday","2018","2",1,"Thursday","Closed","night","winter","F"
"299","Extremely Fast","WEB","0","A","grade1","Lon All",24," AB",14,2,1,0,"A","YES","YES","Mrs","NO","0","2017","10",28,"Saturday","2018","4",14,"Saturday","Business_Hour","morning","spring","F"
"300","Extremely Fast","WEB","1","A","grade3","BH",39," AC",21,3,1,0,"A","YES","YES","Mrs","NO","0","2017","10",28,"Saturday","2018","7",24,"Tuesday","Closed","morning","summer","F"
"301","Extremely Fast","WEB","0","A","grade2","MCH",23," AB",14,4,0,0,"None Required","YES","YES","Mrs","NO","0","2018","5",16,"Wednesday","2018","10",22,"Monday","Business_Hour","morning","fall","F"
"302","Extremely Fast","WEB","1","B","grade2","Lon All",29," AA Resort",14,3,1,0,"A","NO","NO","Mrs","NO","0","2018","1",8,"Monday","2018","7",30,"Monday","Closed","morning","summer","F"
"303","Extremely Fast","WEB","1","A","grade1","Lon Gat",26," JH Area",16,4,0,0,"A","YES","NO","Mrs","YES","0","2018","10",4,"Thursday","2019","4",3,"Wednesday","Business_Hour","morning","spring","F"
"304","Extremely Fast","WEB","1","A","grade2","MCH",40," AC",21,2,2,0,"A","NO","NO","Mrs","NO","0","2017","1",11,"Wednesday","2017","10",16,"Monday","Business_Hour","morning","fall","F"
"305","Extremely Fast","WEB","0","E","None","MCH",106," AC",16,4,2,0,"A","NO","NO","Mrs","NO","0","2017","9",27,"Wednesday","2019","10",7,"Monday","Closed","night","fall","F"
"306","Extremely Fast","WEB","1","A","grade2","Lon All",60," AA Resort",18,2,0,0,"B","NO","NO","Mrs","NO","0","2017","9",3,"Sunday","2018","10",31,"Wednesday","Closed","night","fall","F"
"307","Extremely Fast","WEB","1","E","None","Lon All",54," AB",16,7,1,0,"A","NO","NO","Mrs","NO","0","2018","3",18,"Sunday","2019","4",3,"Wednesday","Business_Hour","morning","spring","F"
"308","Extremely Fast","WEB","1","A","grade1","GG",50," AC",14,3,3,0,"A","NO","NO","Mrs","NO","0","2017","7",29,"Saturday","2018","7",13,"Friday","Closed","morning","summer","F"
"309","Extremely Fast","WEB","0","A","grade1","GG",37," PP Area",14,4,1,0,"A","YES","NO","Mrs","YES","0","2018","9",25,"Tuesday","2019","6",15,"Saturday","Business_Hour","morning","summer","F"
"310","Extremely Fast","WEB","1","A","grade2","MCH",93," AA Resort",14,3,0,0,"B","NO","NO","Mrs","YES","0","2018","11",27,"Tuesday","2020","9",6,"Sunday","Business_Hour","morning","fall","F"
"311","Extremely Fast","WEB","1","A","grade1","MCH",62," AC",16,6,3,0,"A","YES","YES","Mrs","NO","0","2017","5",16,"Tuesday","2018","7",28,"Saturday","Closed","night","summer","F"
"312","Extremely Fast","WEB","1","B","grade2","Lon Gat",46," PP Area",14,4,0,0,"A","YES","YES","Mrs","YES","0","2018","9",7,"Friday","2019","7",24,"Wednesday","Closed","morning","summer","F"
"313","Extremely Fast","WEB","1","A","grade2","Lon Gat",123," AA Resort",14,4,1,0,"B","NO","NO","Mrs","NO","0","2018","3",31,"Saturday","2020","8",5,"Wednesday","Closed","morning","summer","F"
"314","Extremely Fast","WEB","1","A","grade1","MCH",91," JH Area",14,2,1,0,"None Required","YES","NO","Mrs","NO","0","2019","1",27,"Sunday","2020","10",27,"Tuesday","Closed","morning","fall","F"
"315","Extremely Fast","WEB","0","B","grade2","OTHER",22," LV",9,4,0,0,"B","NO","NO","Mrs","NO","0","2018","3",7,"Wednesday","2018","8",8,"Wednesday","Business_Hour","morning","summer","F"
"316","Extremely Fast","WEB","1","A","grade2","ED",41," LV",7,10,0,0,"None Required","YES","YES","Mrs","YES","0","2018","8",17,"Friday","2019","5",31,"Friday","Closed","night","spring","F"
"317","Extremely Fast","WEB","0","A","grade2","Lon All",41," AA Resort",10,2,0,0,"B","NO","NO","Mrs","NO","0","2017","6",1,"Thursday","2018","3",11,"Sunday","Closed","morning","spring","F"
"318","Extremely Fast","WEB","1","B","grade2","MCH",57,"OTHER",12,2,0,0,"B","YES","YES","Mrs","NO","0","2018","3",13,"Tuesday","2019","4",16,"Tuesday","Business_Hour","morning","spring","F"
"319","Extremely Fast","WEB","0","A","grade1","GG",50," AC",21,2,0,0,"None Required","YES","NO","Mrs","NO","0","2017","1",18,"Wednesday","2018","1",1,"Monday","Business_Hour","morning","winter","F"
"320","Extremely Fast","WEB","1","A","grade3","Lon All",69," AC",14,2,0,0,"B","NO","NO","Mrs","NO","0","2018","6",2,"Saturday","2019","9",24,"Tuesday","Business_Hour","morning","fall","F"
"321","Extremely Fast","WEB","1","B","grade2","Any Airport",50," CC City",6,2,0,0,"None Required","YES","YES","Mrs","NO","0","2017","10",18,"Wednesday","2018","10",1,"Monday","Closed","morning","fall","F"
"322","Extremely Fast","WEB","0","A","grade1","Lon All",57," AB",14,2,2,0,"A","YES","YES","Mrs","NO","0","2017","7",4,"Tuesday","2018","8",8,"Wednesday","Closed","morning","summer","F"
"323","Extremely Fast","WEB","1","A","grade1","Lon All",98," AB",14,4,2,0,"A","YES","YES","Mrs","NO","0","2017","6",13,"Tuesday","2019","4",30,"Tuesday","Business_Hour","morning","spring","F"
"324","Extremely Fast","WEB","1","A","grade2","Lon All",28," AA Resort",10,2,0,0,"B","YES","YES","Mrs","NO","0","2017","8",17,"Thursday","2018","2",27,"Tuesday","Business_Hour","afternoon","winter","F"
"325","Extremely Fast","WEB","1","B","grade2","MCH",118," AB",14,2,2,0,"B","NO","NO","Mrs","NO","0","2017","5",9,"Tuesday","2019","8",13,"Tuesday","Closed","morning","summer","F"
"326","Extremely Fast","WEB","0","A","grade2","Lon All",69," AC",14,2,0,0,"B","YES","YES","Mrs","NO","0","2017","5",15,"Monday","2018","9",12,"Wednesday","Closed","night","fall","F"
"327","Extremely Fast","WEB","0","B","grade1","MCH",24," CC City",14,3,1,0,"A","YES","NO","Mrs","NO","0","2017","2",2,"Thursday","2017","7",22,"Saturday","Business_Hour","morning","summer","F"
"328","Extremely Fast","WEB","1","A","grade1","ED",30," AA Resort",14,2,3,0,"A","NO","NO","Mrs","NO","0","2017","3",7,"Tuesday","2017","10",7,"Saturday","Closed","night","fall","F"
"329","Extremely Fast","WEB","0","A","grade2","MCH",75," AC",14,3,1,0,"None Required","NO","NO","Mrs","NO","0","2017","3",30,"Thursday","2018","9",6,"Thursday","Business_Hour","morning","fall","F"
"330","Extremely Fast","WEB","1","E","None","Lon Gat",48,"OTHER",14,4,1,0,"None Required","YES","NO","Mrs","YES","0","2018","7",29,"Sunday","2019","7",1,"Monday","Business_Hour","morning","summer","F"
"331","Slow","WEB","0","A","grade1","Lon All",69," AC",14,2,0,0,"A","YES","YES","Mrs","NO","0","2017","3",23,"Thursday","2018","7",16,"Monday","Business_Hour","morning","summer","F"
"332","Slow","WEB","1","A","grade2","Lon All",99," AC",14,2,2,0,"B","NO","NO","Mrs","NO","0","2017","6",27,"Tuesday","2019","5",20,"Monday","Closed","morning","spring","F"
"333","Slow","WEB","0","A","grade1","MCH",49," AB",14,3,1,0,"A","YES","NO","Mrs","YES","0","2018","6",13,"Wednesday","2019","5",24,"Friday","Business_Hour","morning","spring","F"
"334","Slow","WEB","1","A","grade2","Lon Gat",83," AA Resort",14,4,0,0,"None Required","YES","NO","Mrs","YES","0","2018","8",29,"Wednesday","2020","4",3,"Friday","Closed","morning","spring","F"
"335","Slow","WEB","0","A","grade1","Lon Gat",20," AC",13,2,3,0,"A","YES","YES","Mrs","NO","0","2017","11",12,"Sunday","2018","4",2,"Monday","Closed","morning","spring","F"
"336","Slow","WEB","0","A","grade1","BH",80," AC",14,5,1,0,"None Required","YES","NO","Mrs","NO","0","2017","1",19,"Thursday","2018","8",4,"Saturday","Business_Hour","afternoon","summer","F"
"337","Slow","WEB","1","OTHER","grade1","Any Airport",46," AC",28,2,0,0,"A","YES","YES","Mrs","NO","0","2018","3",16,"Friday","2019","1",28,"Monday","Closed","morning","winter","F"
"338","Slow","WEB","0","A","grade1","Lon All",82," JH Area",14,4,0,0,"A","YES","YES","Mrs","YES","0","2019","1",3,"Thursday","2020","8",1,"Saturday","Business_Hour","morning","summer","F"
"339","Slow","WEB","0","B","grade2","Lon Gat",48," PP Area",14,2,1,0,"A","YES","NO","Mrs","YES","0","2018","9",10,"Monday","2019","8",13,"Tuesday","Business_Hour","morning","summer","F"
"340","Slow","WEB","0","A","grade2","MCH",76," AB",14,2,0,0,"A","YES","YES","Mrs","NO","0","2018","5",14,"Monday","2019","10",30,"Wednesday","Business_Hour","morning","fall","F"
"341","Slow","WEB","0","A","grade2","BH",26,"OTHER",10,2,0,0,"None Required","YES","NO","Mrs","YES","0","2018","9",18,"Tuesday","2019","3",18,"Monday","Business_Hour","afternoon","spring","F"
"342","Slow","WEB","0","A","grade1","Lon Gat",42," AC",14,11,0,0,"A","NO","NO","Mrs","NO","0","2017","9",6,"Wednesday","2018","6",24,"Sunday","Closed","morning","summer","F"
"343","Slow","WEB","1","A","grade2","MCH",76," AC",14,4,1,0,"A","NO","NO","Mrs","NO","0","2018","2",14,"Wednesday","2019","7",30,"Tuesday","Business_Hour","morning","summer","F"
"344","Slow","WEB","1","A","grade2","Lon All",47," AC",14,5,0,0,"B","NO","NO","Mrs","NO","0","2017","8",29,"Tuesday","2018","7",24,"Tuesday","Business_Hour","morning","summer","F"
"345","Slow","WEB","1","E","None","Lon Gat",52," JH Area",14,3,0,0,"None Required","YES","NO","Mrs","YES","0","2018","11",4,"Sunday","2019","11",4,"Monday","Business_Hour","morning","fall","F"
"346","Slow","WEB","1","A","grade2","GG",55," AB",13,4,0,0,"A","YES","YES","Mrs","NO","0","2017","10",15,"Sunday","2018","11",4,"Sunday","Business_Hour","morning","fall","F"
"347","Slow","WEB","1","OTHER","None","Lon Gat",30," SF",13,4,0,0,"None Required","NO","NO","Mrs","NO","0","2018","1",9,"Tuesday","2018","8",6,"Monday","Business_Hour","afternoon","summer","F"
"348","Slow","WEB","0","E","None","Lon Gat",82," AC",13,6,0,0,"A","YES","YES","Mrs","NO","0","2018","1",19,"Friday","2019","8",12,"Monday","Business_Hour","morning","summer","F"
"349","Slow","WEB","0","A","grade1","Any Airport",11," AB",13,2,2,0,"A","NO","NO","Mrs","NO","0","2017","1",19,"Thursday","2017","4",7,"Friday","Business_Hour","morning","spring","F"
"350","Slow","WEB","1","A","grade1","Lon All",45," AB",13,9,6,0,"A","YES","YES","Mrs","NO","0","2017","9",26,"Tuesday","2018","8",6,"Monday","Closed","night","summer","F"
"351","Slow","WEB","0","A","grade2","MCH",91," DC Drive",13,3,1,0,"None Required","YES","NO","Mrs","YES","0","2018","7",1,"Sunday","2020","4",1,"Wednesday","Business_Hour","morning","spring","F"
"352","Slow","WEB","0","OTHER","grade1","Any Airport",29," AC",13,6,2,0,"A","NO","NO","Mrs","NO","0","2017","1",5,"Thursday","2017","7",24,"Monday","Closed","morning","summer","F"
"353","Slow","WEB","1","A","grade2","Lon Gat",70," AC",13,2,2,0,"B","NO","NO","Mrs","NO","0","2017","4",10,"Monday","2018","8",17,"Friday","Business_Hour","afternoon","summer","F"
"354","Slow","WEB","1","A","grade1","Lon All",47," DC Drive",13,4,3,0,"None Required","YES","NO","Mrs","YES","0","2018","6",23,"Saturday","2019","5",17,"Friday","Closed","morning","spring","F"
"355","Slow","WEB","1","A","grade1","MCH",101," AB",13,3,1,0,"B","YES","YES","Mrs","YES","0","2018","8",21,"Tuesday","2020","7",27,"Monday","Business_Hour","morning","summer","F"
"356","Slow","WEB","1","B","grade2","MCH",27," CC City",13,4,0,0,"A","YES","NO","Mrs","YES","0","2018","9",20,"Thursday","2019","3",27,"Wednesday","Closed","morning","spring","F"
"357","Slow","WEB","1","OTHER","grade2","Lon Gat",34," AA Resort",13,4,0,0,"B","YES","NO","Mrs","YES","0","2018","8",7,"Tuesday","2019","3",31,"Sunday","Business_Hour","morning","spring","F"
"358","Slow","WEB","1","A","grade1","MCH",59," AC",13,4,1,0,"A","NO","NO","Mrs","NO","0","2018","2",23,"Friday","2019","4",12,"Friday","Business_Hour","morning","spring","F"
"359","Slow","WEB","1","A","grade1","GG",72," AB",13,2,1,0,"A","NO","NO","Mrs","NO","0","2018","2",7,"Wednesday","2019","6",29,"Saturday","Business_Hour","morning","summer","F"
"360","Slow","WEB","1","A","grade2","MCH",81," AA Resort",13,3,1,0,"B","NO","NO","Mrs","NO","0","2017","4",4,"Tuesday","2018","10",21,"Sunday","Business_Hour","morning","fall","F"
"361","Slow","WEB","0","A","grade1","MCH",27," JH Area",13,6,2,0,"A","NO","NO","Mrs","NO","0","2017","12",7,"Thursday","2018","6",16,"Saturday","Closed","night","summer","F"
"362","Slow","WEB","1","A","grade2","Lon All",44," AA Resort",13,2,2,0,"None Required","YES","NO","Mrs","YES","0","2018","10",14,"Sunday","2019","8",20,"Tuesday","Business_Hour","morning","summer","F"
"363","Slow","WEB","1","A","grade2","Lon All",19," AC",14,2,2,0,"B","NO","NO","Mrs","NO","0","2018","1",11,"Thursday","2018","5",25,"Friday","Closed","morning","spring","F"
"364","Slow","WEB","0","OTHER","grade2","MCH",38," AC",14,3,0,0,"A","YES","NO","Mrs","NO","0","2017","1",30,"Monday","2017","10",25,"Wednesday","Business_Hour","morning","fall","F"
"365","Slow","WEB","1","E","None","MCH",48," AB",14,2,2,0,"None Required","YES","NO","Mrs","YES","0","2018","8",27,"Monday","2019","8",2,"Friday","Closed","morning","summer","F"
"366","Slow","WEB","0","A","grade2","MCH",64," DC Drive",14,4,2,0,"None Required","NO","NO","Mrs","NO","0","2017","4",30,"Sunday","2018","7",24,"Tuesday","Business_Hour","morning","summer","F"
"367","Slow","WEB","0","A","grade1","MCH",39," JH Area",14,7,2,0,"A","YES","NO","Mrs","NO","0","2017","1",4,"Wednesday","2017","10",7,"Saturday","Business_Hour","morning","fall","F"
"368","Slow","WEB","1","A","grade2","MCH",56," AA Resort",14,2,2,0,"None Required","NO","NO","Mrs","NO","0","2018","4",19,"Thursday","2019","5",17,"Friday","Closed","morning","spring","F"
"369","Slow","WEB","0","B","grade2","Any Airport",51," CC City",8,2,0,0,"B","NO","NO","Mrs","NO","0","2017","1",12,"Thursday","2018","1",2,"Tuesday","Business_Hour","morning","winter","F"
"370","Slow","WEB","1","B","grade2","MCH",13," CC City",8,2,0,0,"None Required","NO","NO","Mrs","NO","0","2017","5",21,"Sunday","2017","8",26,"Saturday","Business_Hour","morning","summer","F"
"371","Slow","WEB","1","A","grade2","Lon All",16," AC",8,2,1,0,"B","NO","NO","Mrs","NO","0","2017","8",28,"Monday","2017","12",18,"Monday","Business_Hour","morning","winter","F"
"372","Slow","WEB","1","B","grade2","MCH",25," AB",14,2,0,0,"A","NO","NO","Mrs","NO","0","2017","11",6,"Monday","2018","5",2,"Wednesday","Closed","morning","spring","F"
"373","Slow","WEB","1","A","grade2","MCH",24," AC",14,4,0,0,"None Required","NO","NO","Mrs","NO","0","2018","2",6,"Tuesday","2018","7",24,"Tuesday","Business_Hour","morning","summer","F"
"374","Slow","WEB","0","A","grade2","MCH",23," AC",14,2,0,0,"None Required","NO","NO","Mrs","NO","0","2017","4",28,"Friday","2017","10",2,"Monday","Closed","night","fall","F"
"375","Slow","WEB","1","B","grade2","OTHER",12," AB",10,4,0,0,"B","NO","NO","Mrs","NO","0","2018","5",13,"Sunday","2018","8",6,"Monday","Business_Hour","morning","summer","F"
"376","Slow","WEB","0","A","grade2","ED",65," AB",14,3,0,0,"B","YES","YES","Mrs","NO","0","2017","4",11,"Tuesday","2018","7",11,"Wednesday","Business_Hour","morning","summer","F"
"377","Slow","WEB","0","B","grade2","MCH",51," AA Resort",12,2,0,0,"A","YES","NO","Mrs","YES","0","2018","8",29,"Wednesday","2019","8",19,"Monday","Business_Hour","afternoon","summer","F"
"378","Slow","WEB","0","A","grade2","OTHER",132," AB",14,2,0,0,"B","YES","NO","Mrs","YES","0","2019","1",8,"Tuesday","2021","7",21,"Wednesday","Closed","night","summer","F"
"379","Slow","WEB","1","A","grade2","MCH",73," AC",14,7,3,0,"B","NO","NO","Mrs","NO","0","2017","5",23,"Tuesday","2018","10",15,"Monday","Closed","night","fall","F"
"380","Slow","WEB","0","E","None","Lon All",80," AC",14,5,0,0,"A","NO","NO","Mrs","NO","0","2018","1",24,"Wednesday","2019","8",9,"Friday","Closed","morning","summer","F"
