Enquiry.Date,Enquiry.Time,Allocated.Time,Web.or.Phone,Answered by specialist,ConversationRCD,TempSent,Holiday.Type,Accom.type,Dep.Airport,Dep.Date,Lead.Time,Destination,Duration,Adults,Children,Infants,Transport.Type,Answered.Q,Notes.Completed,Title,Enquiry.Comments,Booked.Status
1/26/2018,13:20,Slow,WEB,,6,3,A,grade2,Lon All,7/26/2019,78, AC,14,3,0,0,B,NO,NO,Mr,NO,No
9/9/2018,9:10,Slow,WEB,Yes,14,4,A,grade1,Lon All,5/6/2019,34, JH Area,14,12,1,0,A,YES,YES,Mr,YES,No
3/12/2017,11:28:38,Slow,WEB,Yes,4,1,A,grade2,MCH,11/2/2017,33, AB,14,2,0,0,None Required,NO,NO,Mr,NO,No
5/21/2018,13:56,Slow,WEB,Yes,0,3,A,grade2,MCH,8/7/2019,63, AC,14,2,0,0,B,NO,NO,Mr,NO,No
1/29/2017,8:46:38,Slow,WEB,Yes,7,9,A,grade2,MCH,11/25/2017,42, AA Resort,10,3,0,0,None Required,YES,NO,Mr,NO,No
4/19/2017,12:46:39,Slow,WEB,Yes,9,5,A,grade3,MCH,8/8/2018,68, AC,14,3,1,0,A,NO,NO,Mr,NO,No
5/22/2017,9:48:43,Slow,WEB,,6,2,A,grade1,MCH,8/9/2018,63, AA Resort,14,9,2,0,A,YES,YES,Mr,NO,No
5/19/2018,11:18,Slow,WEB,Yes,33,4,A,grade1,Lon All,7/14/2018,8, AC,10,3,0,0,A,YES,YES,Mr,NO,No
4/21/2017,11:16:40,Slow,WEB,Yes,15,1,A,grade1,Lon All,8/12/2019,121, AC,14,5,1,0,B,NO,NO,Mr,NO,No
5/31/2017,12:32:39,Slow,WEB,Yes,7,2,A,grade1,MCH,9/16/2019,120, AC,14,3,1,0,A,YES,YES,Mr,NO,No
8/1/2017,14:38:38,Slow,WEB,Yes,1,3,D,grade2,Lon Heathrow,11/13/2017,15, LH Beach,7,3,0,0,B,NO,NO,Mr,NO,No
7/11/2018,11:24,Slow,WEB,Yes,2,1,D,grade2,GG,5/15/2019,44, DC Drive,7,2,1,0,None Required,YES,NO,Mr,YES,No
1/9/2017,10:20:38,Slow,WEB,,16,4,A,grade1,Lon All,3/26/2018,63, AC,21,5,1,0,A,YES,NO,Mr,NO,No
2/20/2017,14:44:40,Slow,WEB,Yes,7,1,E,grade2,Lon Heathrow,7/19/2017,21, LH,10,3,0,0,A,NO,NO,Mr,NO,No
7/17/2018,9:36,Slow,WEB,,12,3,A,grade2,Bristol,8/2/2019,54, AB,14,2,0,0,B,YES,NO,Mr,YES,No
11/18/2018,8:26,Slow,WEB,Yes,0,2,A,grade1,Lon Gat,5/25/2019,26, PP Area,7,4,0,0,A,YES,YES,Mr,YES,No
1/15/2017,15:52:38,Slow,WEB,,4,2,A,grade1,Lon All,8/7/2017,29, AC,12,5,0,0,A,NO,NO,Mr,NO,No
10/18/2017,10:50:08,Slow,WEB,,17,14,B,grade2,C,3/20/2018,22, AB,7,3,0,0,A,YES,YES,Mr,NO,No
9/2/2017,9:12:06,Slow,WEB,Yes,0,1,A,grade1,Lon All,5/6/2019,88, AB,13,2,0,0,None Required,YES,YES,Mr,NO,No
8/16/2018,7:36,Slow,WEB,Yes,27,11,A,grade2,Lon All,4/7/2019,34, PP Area,14,6,4,0,B,YES,YES,Mr,YES,No
11/4/2018,9:40,Slow,WEB,Yes,0,7,A,grade2,BH,8/7/2019,39, AA Resort,14,3,1,0,B,YES,NO,Mr,YES,No
6/29/2017,10:16:42,Slow,WEB,Yes,2,2,B,grade2,Lon All,9/3/2017,10, CC City,14,2,0,0,B,NO,NO,Mr,NO,No
10/11/2017,7:08:07,Slow,WEB,,7,1,A,grade1,Lon Gat,1/2/2020,116, AC,21,4,4,0,A,YES,YES,Mr,NO,No
10/24/2017,7:08:07,Slow,WEB,Yes,0,1,B,grade2,Bristol,8/3/2018,40, AB,14,3,0,0,A,NO,NO,Mr,NO,No
4/7/2018,8:44,Slow,WEB,Yes,0,1,A,grade3,MCH,7/27/2018,16, Cocoa Beach,6,2,0,0,B,NO,NO,Mr,NO,No
5/2/2018,14:58,Slow,WEB,Yes,0,1,A,grade2,MCH,9/11/2018,19, AB,14,2,0,0,None Required,YES,YES,Mr,NO,No
7/25/2018,17:46,Slow,WEB,Yes,3,2,A,grade2,Lon Heathrow,8/16/2018,3, SeaWorld Resort Area,10,4,0,0,A,YES,NO,Mr,YES,No
10/7/2018,11:38,Slow,WEB,Yes,0,3,C,grade2,NC,9/3/2020,99, DC Drive,14,4,1,0,A,NO,NO,Mr,YES,No
8/5/2018,15:18,Slow,WEB,Yes,3,1,A,grade2,ED,6/26/2019,46, DC Drive,14,4,0,0,A,YES,NO,Mr,YES,No
10/20/2018,7:42,Slow,WEB,Yes,12,3,A,grade1,MCH,9/26/2019,49, AB,16,7,2,1,A,YES,NO,Mr,YES,No
11/9/2018,7:44,Slow,WEB,Yes,5,2,A,grade3,Lon All,4/2/2020,73, AB,14,2,1,0,None Required,YES,NO,Mr,YES,No
1/29/2017,8:50:38,Slow,WEB,Yes,0,3,A,grade1,MCH,9/8/2017,31, AC,14,4,0,0,A,YES,NO,Mr,NO,No
1/24/2018,17:16,Slow,WEB,,7,2,A,grade1,Lon All,7/24/2018,26, AB,16,3,1,0,A,YES,YES,Mr,NO,No
8/27/2018,9:56,Slow,WEB,,29,6,D,grade2,MCH,7/28/2019,48, DC Drive,7,4,0,0,B,YES,NO,Mr,YES,No
9/19/2018,10:40,Slow,WEB,Yes,16,3,A,grade2,MCH,9/14/2019,51, DC Drive,21,6,0,0,None Required,YES,YES,Mr,YES,No
1/4/2017,10:20:44,Slow,WEB,Yes,7,1,A,grade1,Lon All,6/7/2018,74, AC,14,2,0,0,B,YES,NO,Mr,NO,No
5/27/2017,14:22:38,Slow,WEB,,0,1,A,grade2,GG,6/12/2017,3, AC,10,2,0,0,B,YES,YES,Mr,NO,No
9/15/2017,13:44:07,Slow,WEB,,5,1,A,grade1,MCH,8/13/2019,100, JH Area,14,3,2,0,A,NO,NO,Mr,NO,No
4/6/2017,13:22:38,Slow,WEB,,0,1,A,grade2,Lon Gat,9/17/2018,76, AA Resort,14,4,0,0,None Required,YES,YES,Mr,NO,No
6/18/2017,15:00:38,Slow,WEB,,4,4,A,grade2,MCH,10/9/2018,68, AB,14,4,0,0,A,NO,NO,Mr,NO,No
11/6/2017,8:32:07,Slow,WEB,Yes,0,2,A,grade3,BH,7/30/2018,38, AB,18,4,1,0,A,YES,YES,Mr,NO,No
6/1/2018,10:48,Slow,WEB,Yes,9,5,B,grade2,Lon All,5/25/2019,51, AB,14,5,0,0,None Required,NO,NO,Mr,NO,No
8/26/2018,11:34,Slow,WEB,,20,7,A,grade1,Lon All,8/10/2019,49, PP Area,14,6,3,0,A,YES,YES,Mr,YES,No
1/26/2019,8:29,Slow,WEB,Yes,6,2,B,,Lon Gat,10/14/2020,90, AB,14,10,1,0,A,NO,NO,Mr,YES,No
2/26/2017,13:26:43,Slow,WEB,Yes,0,3,E,grade1,Lon All,8/17/2017,24, JH Area,14,3,0,0,None Required,NO,NO,Mr,NO,No
1/7/2017,10:06:41,Slow,WEB,,34,6,A,grade2,Lon All,2/9/2018,57, AC,7,2,2,0,B,YES,NO,Mr,NO,No
3/19/2017,16:06:38,Slow,WEB,Yes,4,2,A,grade2,Lon All,10/22/2018,83, DC Drive,21,2,0,0,None Required,NO,NO,Mr,NO,No
1/15/2019,17:23,Slow,WEB,,3,2,C,grade1,Lon All,3/1/2019,6, AB,14,2,0,0,None Required,NO,NO,Mr,NO,No
1/15/2017,8:08:38,Slow,WEB,Yes,2,3,A,grade1,Lon All,7/19/2018,78, JH Area,14,4,1,0,A,NO,NO,Mr,NO,No
10/9/2017,16:48:12,Slow,WEB,,3,1,B,grade2,AD,10/2/2018,51, AA Resort,14,2,2,0,B,YES,YES,Mr,NO,No
9/29/2017,12:18:08,Slow,WEB,,4,3,A,grade2,MCH,11/20/2017,8, CC City,5,2,0,0,None Required,NO,NO,Mr,NO,No
2/6/2017,12:52:38,Slow,WEB,,0,1,A,grade2,Lon Gat,5/31/2017,16, AB,14,3,1,0,None Required,NO,NO,Mr,NO,No
4/17/2017,12:50:38,Slow,WEB,,12,4,A,grade2,Lon All,9/7/2018,72, AC,14,5,0,0,B,NO,NO,Mr,NO,No
9/6/2017,13:54:12,Slow,WEB,,17,2,A,grade1,MCH,8/6/2019,100, AC,21,9,3,0,A,YES,YES,Mr,NO,No
3/22/2017,15:04:38,Slow,WEB,,2,3,A,grade2,Lon All,3/31/2018,53, AA Resort,14,2,2,0,None Required,YES,YES,Mr,NO,No
1/13/2018,18:14,Slow,WEB,,11,3,A,grade1,GG,9/13/2019,87, AC,21,11,2,0,A,NO,NO,Mr,NO,No
1/15/2017,9:42:38,Slow,WEB,,1,2,A,grade1,MCH,10/18/2017,39, AC,14,4,0,0,A,YES,NO,Mr,NO,No
2/27/2017,9:46:38,Slow,WEB,,3,2,A,grade1,Any Airport,7/8/2018,71, AB,14,5,0,0,A,NO,NO,Mr,NO,No
4/19/2017,13:12:39,Slow,WEB,,11,7,A,grade2,MCH,8/12/2018,69, AC,14,7,0,0,B,NO,NO,Mr,NO,No
9/9/2017,8:52:06,Slow,WEB,,9,5,A,grade1,MCH,8/12/2018,49, AC,14,4,3,0,A,NO,NO,Mr,NO,No
10/10/2017,11:56:08,Slow,WEB,,9,4,A,grade1,Lon Heathrow,9/20/2018,49, AC,16,6,0,0,A,NO,NO,Mr,NO,No
1/27/2018,12:52,Slow,WEB,,0,1,E,,BH,8/16/2018,29, AC,14,4,0,0,A,NO,NO,Mr,NO,No
1/22/2019,11:07,Slow,WEB,Yes,3,2,A,grade1,MCH,8/24/2020,83, JH Area,14,4,3,0,A,YES,NO,Mr,NO,No
1/27/2019,9:25,Slow,WEB,Yes,6,7,A,grade2,MCH,4/6/2019,9, AA Resort,10,2,2,0,B,YES,NO,Mr,NO,No
7/15/2018,9:08,Slow,WEB,Yes,13,3,A,grade1,Lon Gat,8/17/2019,56, AB,14,2,1,0,A,YES,YES,Mr,YES,No
5/7/2017,17:02:43,Slow,WEB,Yes,2,1,A,grade1,Lon All,8/19/2018,67, AC,14,5,0,0,A,NO,NO,Mr,NO,No
6/23/2017,9:02:38,Slow,WEB,Yes,2,1,A,grade2,Lon All,4/17/2018,43, AC,14,4,0,0,None Required,YES,YES,Mr,NO,No
7/30/2017,8:10:38,Slow,WEB,Yes,0,1,A,grade2,Lon Gat,6/28/2018,47, AC,16,2,0,0,B,NO,NO,Mr,NO,No
11/25/2017,6:58:08,Slow,WEB,Yes,0,1,B,grade2,MCH,6/15/2018,29, AB,14,2,0,0,A,NO,NO,Mr,NO,No
11/3/2018,8:12,Slow,WEB,Yes,3,2,A,grade2,B,8/22/2019,42, South Beach,14,4,0,0,B,YES,NO,Mr,YES,No
6/27/2018,17:22,Slow,WEB,Yes,0,1,A,grade2,MCH,5/5/2020,97, DC Drive,10,2,0,0,B,YES,NO,Mr,YES,No
9/10/2018,6:34,Slow,WEB,Yes,4,1,B,grade2,Lon All,8/17/2019,48, IO Vista,14,2,2,0,A,YES,YES,Mr,YES,No
3/29/2017,11:18:39,Slow,WEB,Yes,2,2,A,grade1,Lon All,8/7/2017,19, AC,14,6,0,0,B,NO,NO,Mr,NO,No
4/14/2017,14:48:41,Slow,WEB,,5,2,A,grade2,Lon Gat,8/11/2018,69, AB,14,3,1,0,None Required,NO,NO,Mr,NO,No
6/11/2017,14:54:41,Slow,WEB,Yes,0,1,E,grade1,Lon Gat,8/5/2017,7, AB,11,2,2,0,A,NO,NO,Mr,NO,No
12/5/2017,7:26:08,Slow,WEB,,16,2,B,grade3,Lon All,7/31/2018,34, AB,9,3,1,0,A,NO,NO,Mr,NO,No
4/28/2018,10:12,Slow,WEB,Yes,0,4,A,grade2,Lon All,5/7/2019,54, AA Resort,14,4,3,1,A,NO,NO,Mr,NO,No
4/15/2017,11:50:44,Slow,WEB,Yes,5,1,A,grade1,MCH,8/8/2018,69, AA Resort,21,4,0,0,A,NO,NO,Mr,NO,No
8/15/2017,12:28:21,Slow,WEB,Yes,0,2,A,grade2,GG,10/22/2018,62, PP World Hotels,14,2,0,0,,NO,NO,Mr,NO,No
9/4/2017,14:42:12,Slow,WEB,,26,7,E,,Lon Gat,8/24/2019,102, AC,14,4,1,0,None Required,YES,YES,Mr,NO,No
10/27/2018,7:40,Slow,WEB,Yes,4,2,A,grade2,MCH,9/18/2019,47, NM AB Resort,10,4,0,0,None Required,YES,NO,Mr,YES,No
1/13/2019,9:52,Slow,WEB,Yes,0,1,A,grade3,Lon Gat,10/18/2019,39, JH Area,14,5,0,0,None Required,YES,NO,Mr,NO,No
2/2/2018,12:04,Slow,WEB,,0,1,B,grade2,GG,3/11/2019,58, CC City,10,2,0,0,None Required,YES,YES,Mr,NO,No
4/26/2018,9:58,Slow,WEB,Yes,2,4,B,grade2,Lon All,5/8/2019,54, LV,14,2,0,0,B,YES,YES,Mr,NO,No
1/12/2017,16:58:37,Slow,WEB,,6,8,A,grade2,MCH,7/31/2017,29, AC,14,5,0,0,A,YES,NO,Mr,NO,No
1/26/2018,12:44,Slow,WEB,,3,4,A,grade2,Lon All,6/23/2018,21, AC,7,4,0,0,None Required,YES,YES,Mr,NO,No
11/24/2017,12:10:08,Slow,WEB,Yes,12,1,E,,MCH,7/18/2018,34, JH Area,18,3,0,0,A,NO,NO,Mr,NO,No
1/4/2018,12:52,Slow,WEB,Yes,11,4,A,grade2,MCH,5/19/2020,124, JH Area,14,2,2,0,B,NO,NO,Mr,NO,No
7/21/2018,13:56,Slow,WEB,,6,1,A,grade1,MCH,4/28/2019,41, JH Area,14,6,0,0,A,YES,YES,Mr,YES,No
8/28/2018,9:20,Slow,WEB,,13,2,E,,Lon All,8/17/2019,50, Tampa,14,6,2,0,None Required,YES,NO,Mr,YES,No
9/11/2017,19:16:07,Slow,WEB,,5,1,A,grade1,Lon All,8/11/2018,47, AB,14,7,1,0,A,NO,NO,Mr,NO,No
10/7/2018,14:54,Slow,WEB,Yes,2,5,A,grade2,MCH,10/6/2019,52, AA Resort,14,3,1,0,B,YES,NO,Mr,YES,No
5/19/2017,12:12:39,Slow,WEB,,1,6,A,grade1,MCH,8/21/2017,14, JH Area,12,6,0,0,A,YES,YES,Mr,NO,No
8/2/2017,9:24:38,Slow,WEB,,3,2,B,grade2,Lon All,3/3/2018,30, SF,15,2,0,0,None Required,NO,NO,Mr,NO,No
1/1/2019,10:42,Slow,WEB,,8,1,A,grade1,GG,8/4/2020,83, PP Area,14,10,3,0,A,YES,NO,Mr,YES,No
3/26/2017,16:26:42,Slow,WEB,,25,12,B,grade2,MCH,7/1/2017,13, LV,14,4,0,0,A,NO,NO,Mr,NO,No
7/19/2017,18:10:38,Slow,WEB,,13,5,A,grade2,MCH,6/17/2018,48, AC,14,2,0,0,B,NO,NO,Mr,NO,No
5/16/2018,15:18,Slow,WEB,,15,6,A,grade2,MCH,8/14/2019,65, AC,14,5,1,0,B,NO,NO,Mr,NO,No
1/8/2017,12:08:41,Slow,WEB,Yes,7,2,A,grade1,Lon All,8/15/2018,83, AC,14,3,2,0,A,NO,NO,Mr,NO,No
2/5/2017,10:48:38,Slow,WEB,Yes,1,1,A,grade2,MCH,7/5/2017,21, AA Resort,10,4,0,0,B,NO,NO,Mr,NO,No
9/23/2017,11:30:08,Slow,WEB,Yes,14,9,A,grade1,GG,10/31/2018,58, AC,14,6,2,0,A,NO,NO,Mr,NO,No
7/3/2018,8:46,Slow,WEB,Yes,5,1,B,grade2,MCH,8/4/2018,4, JH Area,9,3,0,0,A,YES,YES,Mr,YES,No
7/29/2018,9:10,Slow,WEB,Yes,8,1,A,grade1,Lon Gat,9/9/2018,6, AB,14,3,0,0,B,YES,NO,Mr,YES,No
1/30/2017,9:18:39,Slow,WEB,,14,4,A,grade2,Lon Gat,4/7/2018,61, AC,10,5,4,0,A,NO,NO,Mr,NO,No
4/1/2017,13:52:39,Slow,WEB,,14,1,A,grade1,MCH,10/17/2018,81, AC,14,5,2,0,None Required,YES,YES,Mr,NO,No
10/20/2017,9:38:08,Slow,WEB,Yes,18,3,A,grade2,MCH,3/29/2018,23, AC,14,1,1,0,B,NO,NO,Mr,NO,No
5/28/2018,10:44,Slow,WEB,Yes,0,2,A,grade1,Lon Heathrow,8/10/2019,62, JH Area,14,5,2,0,A,NO,NO,Mr,NO,No
8/12/2018,15:48,Slow,WEB,Yes,4,5,A,grade3,MCH,4/17/2019,35, NM AB Resort,21,4,2,0,A,YES,NO,Mr,YES,No
4/7/2018,13:16,Slow,WEB,Yes,1,2,A,grade1,Lon Gat,10/21/2019,81, AC,14,2,2,0,A,NO,NO,Mr,NO,No
7/18/2017,18:12:38,Slow,WEB,Yes,1,2,D,grade2,Lon Gat,8/19/2017,4, CARI,7,2,0,0,None Required,NO,NO,Mr,NO,No
1/19/2018,9:58,Slow,WEB,,0,1,E,,Lon All,9/12/2018,34, AC,14,4,0,0,A,NO,NO,Mr,NO,No
7/5/2018,13:28,Slow,WEB,Yes,10,7,A,grade2,Lon All,4/6/2019,39, AA Resort,14,2,2,0,B,YES,NO,Mr,YES,No
9/29/2018,12:14,Slow,WEB,Yes,0,1,A,grade1,GG,8/30/2019,48, DC Drive,14,5,0,1,A,YES,NO,Mr,YES,No
3/4/2017,10:08:41,Slow,WEB,Yes,14,4,E,grade2,Lon Gat,5/14/2018,63, AB,17,2,1,0,A,NO,NO,Mr,NO,No
4/26/2017,7:50:38,Slow,WEB,Yes,3,1,A,grade2,MCH,9/27/2018,74, AC,14,4,0,0,A,NO,NO,Mr,NO,No
9/30/2017,14:42:07,Slow,WEB,Yes,1,1,A,grade1,MCH,9/5/2018,49, AC,14,4,0,1,A,YES,YES,Mr,NO,No
11/30/2017,7:02:07,Slow,WEB,Yes,0,1,A,grade1,Lon All,2/7/2019,62, AB,21,4,3,0,A,NO,NO,Mr,NO,No
10/19/2017,11:00:07,Slow,WEB,Yes,0,2,A,grade1,Lon Gat,8/14/2018,43, AB,14,3,2,0,A,NO,NO,Mr,NO,No
4/2/2018,16:18,Slow,WEB,Yes,0,1,E,,MCH,10/9/2019,79, AB,14,6,2,0,A,YES,YES,Mr,NO,No
8/4/2018,7:28,Slow,WEB,Yes,2,4,A,grade2,MCH,2/9/2019,27, PP Area,10,1,2,0,B,YES,YES,Mr,YES,No
2/12/2017,10:14:38,Slow,WEB,,1,3,C,grade3,Any Airport,8/20/2017,27, AB,10,3,1,0,None Required,NO,NO,Mr,NO,No
9/15/2017,13:30:08,Slow,WEB,,3,1,A,grade3,MCH,5/23/2019,88, AB,14,2,2,0,A,NO,NO,Mr,NO,No
5/30/2018,13:50,Slow,WEB,Yes,11,5,A,grade2,Lon All,5/11/2019,49, AB,9,5,0,0,A,NO,NO,Mr,NO,No
1/7/2017,11:48:38,Slow,WEB,,10,1,A,grade1,Lon Gat,8/21/2018,85, JH Area,14,3,2,0,A,YES,NO,Mr,NO,No
1/15/2017,11:56:38,Slow,WEB,,12,4,A,grade2,GG,6/21/2018,74, AC,14,2,2,0,A,NO,NO,Mr,NO,No
5/9/2017,14:34:44,Slow,WEB,,2,2,A,grade1,MCH,10/2/2018,73, JH Area,14,3,0,0,A,NO,NO,Mr,NO,No
5/6/2018,16:34,Slow,WEB,,11,4,A,grade2,MCH,6/2/2019,56, AB,21,2,0,0,B,NO,NO,Mr,NO,No
6/21/2018,13:28,Slow,WEB,Yes,3,1,A,grade2,Lon Gat,5/7/2019,46, AA Resort,14,2,1,0,A,YES,YES,Mr,YES,No
1/10/2017,15:12:37,Slow,WEB,Yes,16,1,A,grade2,BH,11/7/2018,95, AB,14,2,1,0,B,NO,NO,Mr,NO,No
11/30/2017,16:42:08,Slow,WEB,Yes,6,3,B,grade2,Lon All,8/7/2018,36, AB,14,4,1,0,B,NO,NO,Mr,NO,No
1/30/2018,19:32,Slow,WEB,,23,5,A,grade2,Lon Gat,7/21/2018,24, AB,14,3,2,1,A,NO,NO,Mr,NO,No
7/6/2018,14:36,Slow,WEB,Yes,2,1,A,grade1,MCH,9/8/2020,114, DC Drive,14,9,3,0,None Required,YES,NO,Mr,YES,No
3/16/2017,15:58:39,Slow,WEB,,1,3,A,grade2,MCH,7/6/2017,16, AB,14,3,1,0,A,NO,NO,Mr,NO,No
7/29/2017,9:30:38,Slow,WEB,Yes,4,2,B,grade2,MCH,3/20/2018,34, Boston,8,2,0,0,None Required,NO,NO,Mr,NO,No
8/29/2017,10:58:10,Slow,WEB,,8,2,A,grade2,Lon Gat,11/26/2017,13, AA Resort,12,1,0,0,B,YES,YES,Mr,NO,No
10/5/2018,13:50,Slow,WEB,Yes,2,1,B,grade2,MCH,2/1/2019,17, LA,9,2,0,0,B,YES,YES,Mr,YES,No
11/1/2017,17:00:16,Slow,WEB,Yes,0,1,A,grade1,MCH,8/9/2018,40, AC,14,3,1,0,A,YES,YES,Mr,NO,No
6/1/2018,13:12,Slow,WEB,Yes,0,2,A,grade2,MCH,6/22/2019,55, AC,14,4,1,1,B,NO,NO,Mr,NO,No
5/17/2017,11:38:38,Slow,WEB,,0,5,A,grade2,MCH,6/21/2018,57, AB,14,2,2,0,None Required,NO,NO,Mr,NO,No
1/30/2018,19:34,Slow,WEB,,5,8,A,grade1,Lon All,7/13/2018,23, AB,14,5,1,0,A,NO,NO,Mr,NO,No
6/1/2018,13:16,Slow,WEB,Yes,3,1,A,grade2,GG,7/1/2019,57, AB,13,3,1,0,None Required,YES,YES,Mr,NO,No
5/11/2017,10:28:44,Slow,WEB,,11,7,D,grade2,MCH,12/31/2017,34, AC,10,2,2,0,None Required,NO,NO,Mr,NO,No
11/14/2018,18:12,Slow,WEB,Yes,2,2,A,grade1,GG,5/17/2019,26, PP Area,14,4,0,0,A,YES,NO,Mr,YES,No
5/21/2017,9:34:38,Slow,WEB,,19,4,A,grade2,Lon Gat,5/30/2018,53, AC,12,3,1,0,A,NO,NO,Mr,NO,No
8/24/2017,12:48:07,Slow,WEB,Yes,3,4,E,,Lon All,8/11/2018,50, JH Area,14,6,2,0,A,YES,YES,Mr,NO,No
1/4/2017,14:30:39,Slow,WEB,,10,2,D,grade2,Lon All,10/28/2017,42, NM AB Resort,4,4,0,0,B,NO,NO,Mr,NO,No
5/16/2017,12:54:40,Slow,WEB,,11,3,B,grade2,MCH,11/8/2018,77, CC City,13,2,0,0,None Required,NO,NO,Mr,NO,No
2/3/2017,16:08:38,Slow,WEB,,6,3,A,grade1,MCH,7/8/2017,22, AB,14,4,2,0,A,NO,NO,Mr,NO,No
3/26/2017,9:26:38,Slow,WEB,Yes,0,3,A,grade2,Lon All,10/27/2018,82, AC,12,2,0,0,B,NO,NO,Mr,NO,No
10/15/2017,10:00:07,Slow,WEB,Yes,5,2,B,grade2,ED,4/28/2018,27, CC City,11,4,0,0,None Required,NO,NO,Mr,NO,No
5/15/2018,15:00,Slow,WEB,,0,2,E,,Lon All,8/3/2019,63, AC,14,4,1,0,A,NO,NO,Mr,NO,No
6/17/2018,10:44,Slow,WEB,Yes,7,4,A,grade2,Lon Gat,5/10/2019,46, AA Resort,14,2,0,0,B,YES,NO,Mr,YES,No
10/14/2018,9:42,Slow,WEB,Yes,5,4,A,grade1,NC,8/5/2019,42, AB,14,3,1,0,A,YES,NO,Mr,YES,No
5/8/2017,16:02:40,Slow,WEB,Yes,18,6,A,grade1,MCH,6/5/2019,108, AC,14,4,1,0,A,NO,NO,Mr,NO,No
11/12/2017,20:10:11,Slow,WEB,,16,5,A,grade1,Lon All,2/12/2018,13, AC,7,2,2,0,A,NO,NO,Mr,NO,No
6/2/2018,12:10,Slow,WEB,,13,4,A,grade1,Lon Gat,8/7/2019,62, AC,14,4,0,0,A,NO,NO,Mr,NO,No
8/26/2018,16:52,Slow,WEB,Yes,2,1,A,grade2,Lon Gat,10/25/2019,60, PP Area,10,3,1,0,None Required,YES,YES,Mr,YES,No
10/12/2018,14:28,Slow,WEB,,7,4,A,grade3,Lon Heathrow,8/10/2019,43, NM AB Resort,14,4,0,0,None Required,YES,NO,Mr,YES,No
1/3/2017,14:50:39,Slow,WEB,,9,1,B,grade1,Lon All,10/27/2018,94, CC City,10,9,2,0,B,NO,NO,Mr,NO,No
4/9/2018,19:28,Slow,WEB,Yes,6,3,A,grade2,Lon All,10/7/2019,78, AB,14,6,0,0,B,YES,YES,Mr,NO,No
7/6/2018,10:20,Slow,WEB,Yes,3,4,A,grade2,MCH,9/16/2019,63, DC Drive,14,2,0,0,A,YES,NO,Mr,YES,No
10/12/2018,14:04,Slow,WEB,Yes,1,2,A,grade1,Lon All,8/21/2019,45, JH Area,14,5,2,0,A,YES,NO,Mr,YES,No
1/1/2019,18:39,Slow,WEB,Yes,0,5,E,,MCH,4/15/2020,67, JH Area,19,4,3,0,A,YES,NO,Mr,NO,No
6/11/2017,20:12:38,Slow,WEB,,6,2,A,grade3,Lon All,8/7/2018,60, JH Area,14,4,0,0,A,NO,NO,Mr,NO,No
2/4/2018,16:24,Slow,WEB,Yes,1,1,E,,Lon All,7/7/2018,21, AB,12,3,0,0,None Required,NO,NO,Mr,NO,No
6/12/2018,16:38,Slow,WEB,Yes,3,3,D,grade2,MCH,2/8/2020,86, NM AB Resort,7,8,2,0,B,YES,NO,Mr,YES,No
5/7/2017,15:44:39,Slow,WEB,,8,3,A,grade1,Bristol,8/15/2018,66, AC,14,9,0,0,A,YES,YES,Miss,NO,No
6/5/2017,19:22:38,Slow,WEB,Yes,0,3,A,grade1,MCH,8/18/2018,62, AC,14,5,1,0,A,NO,NO,Miss,NO,No
10/2/2017,16:44:07,Slow,WEB,,8,4,A,grade2,Lon Gat,10/4/2018,52, AC,14,4,0,0,A,NO,NO,Miss,NO,No
9/15/2018,11:22,Slow,WEB,,9,2,A,grade2,EM,8/1/2019,46, PP Area,14,4,0,0,B,YES,NO,Miss,YES,No
4/20/2017,12:58:30,Slow,PHONE,,0,1,A,grade2,MCH,8/21/2018,70, AB,14,4,0,0,None Required,NO,NO,Miss,NO,No
5/11/2017,13:52:38,Slow,WEB,,1,5,A,grade2,Lon Gat,11/6/2018,78, AC,14,3,1,0,B,NO,NO,Miss,NO,No
7/1/2017,18:44:38,Slow,WEB,Yes,3,7,B,grade2,Lon All,10/14/2018,68, AB,14,4,0,0,None Required,YES,YES,Miss,NO,No
11/28/2018,12:12,Slow,WEB,,5,2,A,grade2,Lon Gat,11/25/2019,52, AA Resort,14,2,0,0,B,YES,YES,Miss,YES,No
5/14/2017,16:14:46,Slow,WEB,Yes,1,2,A,grade1,MCH,5/16/2019,104, AC,14,3,1,0,A,NO,NO,Miss,NO,No
2/26/2018,19:38,Slow,WEB,,14,6,E,,MCH,8/18/2019,77, AC,14,10,3,0,A,NO,NO,Miss,NO,No
5/17/2017,15:26:39,Slow,WEB,Yes,4,2,A,grade3,ED,5/12/2018,51, AB,14,5,0,0,A,NO,NO,Miss,NO,No
12/31/2017,12:42:08,Slow,WEB,,47,4,A,grade1,Lon All,11/3/2018,43, AB,14,3,2,0,A,NO,NO,Miss,NO,No
4/22/2018,17:30,Slow,WEB,Yes,15,4,E,,Lon All,10/24/2019,78, AB,14,12,0,1,A,NO,NO,Miss,NO,No
7/30/2018,17:56,Slow,WEB,,4,4,B,grade2,Lon All,5/19/2019,42, NM AB Resort,10,3,1,0,A,YES,YES,Miss,YES,No
9/6/2017,19:00:07,Slow,WEB,,3,1,D,grade2,B,4/9/2018,31, AC,8,4,0,0,None Required,NO,NO,Miss,NO,No
5/4/2018,17:56,Slow,WEB,,1,3,A,grade2,Lon All,8/6/2019,66, AB,14,2,1,0,B,NO,NO,Miss,NO,No
