Enquiry.Date,Enquiry.Time,Allocated.Time,Web.or.Phone,Answered by specialist,ConversationRCD,TempSent,Holiday.Type,Accom.type,Dep.Airport,Dep.Date,Lead.Time,Destination,Duration,Adults,Children,Infants,Transport.Type,Answered.Q,Notes.Completed,Title,Enquiry.Comments,Booked.Status
2/14/2018,11:28,Slow,WEB,Yes,11,3,A,grade2,MCH,7/30/2019,76, AC,14,4,1,0,A,NO,NO,Mrs,NO,No
8/29/2017,10:52:07,Slow,WEB,Yes,3,3,A,grade2,Lon All,7/24/2018,47, AC,14,5,0,0,B,NO,NO,Mrs,NO,No
11/4/2018,10:26,Slow,WEB,Yes,1,3,E,,Lon Gat,11/4/2019,52, JH Area,14,3,0,0,None Required,YES,NO,Mrs,YES,No
10/15/2017,9:40:07,Slow,WEB,Yes,10,1,A,grade2,GG,11/4/2018,55, AB,,4,0,0,A,YES,YES,Mrs,NO,No
1/9/2018,13:12,Slow,WEB,Yes,6,2,RV Tour,,Lon Gat,8/6/2018,30, SF,,4,0,0,None Required,NO,NO,Mrs,NO,No
1/19/2018,10:42,Slow,WEB,,1,2,E,,Lon Gat,8/12/2019,82, AC,,6,0,0,A,YES,YES,Mrs,NO,No
1/19/2017,11:58:38,Slow,WEB,,25,1,A,grade1,Any Airport,4/7/2017,11, AB,,2,2,0,A,NO,NO,Mrs,NO,No
9/26/2017,4:10:07,Slow,WEB,Yes,1,1,A,grade1,Lon All,8/6/2018,45, AB,,9,6,0,A,YES,YES,Mrs,NO,No
7/1/2018,9:08,Slow,WEB,,9,3,A,grade2,MCH,4/1/2020,91, DC Drive,,3,1,0,None Required,YES,NO,Mrs,YES,No
1/5/2017,8:40:38,Slow,WEB,,3,2,C,grade1,Any Airport,7/24/2017,29, AC,,6,2,0,A,NO,NO,Mrs,NO,No
4/10/2017,13:00:42,Slow,WEB,Yes,3,3,A,grade2,Lon Gat,8/17/2018,70, AC,,2,2,0,B,NO,NO,Mrs,NO,No
6/23/2018,8:04,Slow,WEB,Yes,1,2,A,grade1,Lon All,5/17/2019,47, DC Drive,,4,3,0,None Required,YES,NO,Mrs,YES,No
8/21/2018,9:28,Slow,WEB,Yes,1,1,A,grade1,MCH,7/27/2020,101, AB,,3,1,0,B,YES,YES,Mrs,YES,No
9/20/2018,6:36,Slow,WEB,Yes,0,2,B,grade2,MCH,3/27/2019,27, CC City,,4,0,0,A,YES,NO,Mrs,YES,No
8/7/2018,10:10,Slow,WEB,Yes,0,1,D,grade2,Lon Gat,3/31/2019,34, AA Resort,,4,0,0,B,YES,NO,Mrs,YES,No
2/23/2018,12:52,Slow,WEB,Yes,8,6,A,grade1,MCH,4/12/2019,59, AC,,4,1,0,A,NO,NO,Mrs,NO,No
2/7/2018,10:04,Slow,WEB,Yes,11,2,A,grade1,GG,6/29/2019,72, AB,,2,1,0,A,NO,NO,Mrs,NO,No
4/4/2017,10:00:38,Slow,WEB,Yes,0,1,A,grade2,MCH,10/21/2018,81, AA Resort,,3,1,0,B,NO,NO,Mrs,NO,No
12/7/2017,4:32:08,Slow,WEB,,0,3,A,grade1,MCH,6/16/2018,27, JH Area,,6,2,0,A,NO,NO,Mrs,NO,No
10/14/2018,10:54,Slow,WEB,Yes,2,6,A,grade2,Lon All,8/20/2019,44, AA Resort,,2,2,0,None Required,YES,NO,Mrs,YES,No
1/11/2018,8:08,Slow,WEB,Yes,3,7,A,grade2,Lon All,5/25/2018,19, AC,14,2,2,0,B,NO,NO,Mrs,NO,No
1/30/2017,12:10:38,Slow,WEB,,4,2,D,grade2,MCH,10/25/2017,38, AC,14,3,0,0,A,YES,NO,Mrs,NO,No
8/27/2018,8:52,Slow,WEB,Yes,3,1,E,,MCH,8/2/2019,48, AB,14,2,2,0,None Required,YES,NO,Mrs,YES,No
4/30/2017,11:02:39,Slow,WEB,,2,2,A,grade2,MCH,7/24/2018,64, DC Drive,14,4,2,0,None Required,NO,NO,Mrs,NO,No
1/4/2017,10:18:41,Slow,WEB,,0,3,A,grade1,MCH,10/7/2017,39, JH Area,14,7,2,0,A,YES,NO,Mrs,NO,No
4/19/2018,8:52,Slow,WEB,Yes,2,1,A,grade2,MCH,5/17/2019,56, AA Resort,14,2,2,0,None Required,NO,NO,Mrs,NO,No
1/12/2017,11:22:39,Slow,WEB,,3,2,B,grade2,Any Airport,1/2/2018,51, CC City,8,2,0,0,B,NO,NO,Mrs,NO,No
5/21/2017,9:50:38,Slow,WEB,Yes,3,3,B,grade2,MCH,8/26/2017,13, CC City,8,2,0,0,None Required,NO,NO,Mrs,NO,No
8/28/2017,9:22:09,Slow,WEB,Yes,0,1,A,grade2,Lon All,12/18/2017,16, AC,8,2,1,0,B,NO,NO,Mrs,NO,No
11/6/2017,7:34:12,Slow,WEB,Yes,3,4,B,grade2,MCH,5/2/2018,25, AB,14,2,0,0,A,NO,NO,Mrs,NO,No
2/6/2018,9:06,Slow,WEB,Yes,7,2,A,grade2,MCH,7/24/2018,24, AC,14,4,0,0,None Required,NO,NO,Mrs,NO,No
4/28/2017,4:24:38,Slow,WEB,,5,2,A,grade2,MCH,10/2/2017,23, AC,14,2,0,0,None Required,NO,NO,Mrs,NO,No
5/13/2018,10:12,Slow,WEB,Yes,3,3,B,grade2,B,8/6/2018,12, AB,10,4,0,0,B,NO,NO,Mrs,NO,No
4/11/2017,11:34:38,Slow,WEB,,12,2,A,grade2,ED,7/11/2018,65, AB,14,3,0,0,B,YES,YES,Mrs,NO,No
8/29/2018,13:44,Slow,WEB,,20,6,B,grade2,MCH,8/19/2019,51, AA Resort,12,2,0,0,A,YES,NO,Mrs,YES,No
1/8/2019,5:52,Slow,WEB,,15,2,A,grade2,NC,7/21/2021,132, AB,14,2,0,0,B,YES,NO,Mrs,YES,No
5/23/2017,2:58:38,Slow,WEB,Yes,4,7,A,grade2,MCH,10/15/2018,73, AC,14,7,3,0,B,NO,NO,Mrs,NO,No
1/24/2018,8:58,Slow,WEB,,8,3,E,,Lon All,8/9/2019,80, AC,14,5,0,0,A,NO,NO,Mrs,NO,No
11/7/2017,9:36:08,Slow,WEB,,4,2,B,grade2,Lon Gat,8/14/2018,40, AB,14,3,1,0,A,NO,NO,Mrs,NO,No
7/26/2018,8:36,Slow,WEB,Yes,0,2,A,grade2,GG,10/20/2019,65, AA Resort,14,1,1,0,B,YES,YES,Mrs,YES,No
6/7/2017,2:56:38,Slow,WEB,Yes,2,2,B,grade1,ED,6/29/2018,55, AB,21,5,3,0,A,NO,NO,Mrs,NO,No
9/23/2017,8:48:07,Slow,WEB,,15,4,A,grade1,Bristol,5/4/2020,137, AC,14,3,3,0,A,NO,NO,Mrs,NO,No
11/15/2017,8:54:07,Slow,WEB,,3,3,A,grade3,MCH,8/23/2018,40, JH Area,14,2,0,0,A,YES,YES,Mrs,NO,No
6/14/2018,6:10,Slow,WEB,Yes,0,5,B,grade2,BH,8/9/2019,60, LH Beach,14,2,0,0,B,YES,NO,Mrs,YES,No
3/9/2017,10:56:38,Slow,WEB,,0,1,B,grade2,Any Airport,10/7/2017,30, CC City,14,2,2,0,B,NO,NO,Mrs,NO,No
4/20/2017,11:48:39,Slow,WEB,,6,5,A,grade1,BH,8/12/2017,16, AB,14,3,4,0,A,NO,NO,Mrs,NO,No
2/17/2017,3:08:38,Slow,WEB,Yes,6,1,A,grade2,Lon All,8/7/2017,25, AB,14,2,2,0,A,NO,NO,Mrs,NO,No
11/21/2017,13:10:08,Slow,WEB,Yes,10,3,A,grade2,Any Airport,8/9/2018,37, AC,14,8,2,0,A,NO,NO,Mrs,NO,No
3/18/2018,12:48,Slow,WEB,Yes,6,5,A,grade1,Lon All,8/13/2019,73, AC,21,4,1,0,A,NO,NO,Mrs,NO,No
4/29/2018,9:46,Slow,WEB,,8,1,C,grade1,Any Airport,8/13/2018,15, AC,14,8,3,0,A,NO,NO,Mrs,NO,No
7/12/2017,8:04:38,Slow,WEB,,21,4,A,grade1,GG,11/15/2018,70, AB,14,6,0,0,A,NO,NO,Mrs,NO,No
2/11/2017,6:30:38,Slow,WEB,,0,1,A,grade1,Lon Gat,9/3/2018,82, JH Area,14,4,1,0,A,YES,NO,Mrs,NO,No
7/17/2018,13:16,Slow,WEB,,6,1,A,grade2,MCH,11/5/2019,68, DC Drive,14,2,0,0,B,YES,NO,Mrs,YES,No
1/20/2019,14:46,Slow,WEB,Yes,0,1,A,grade1,Lon Gat,10/20/2019,39, JH Area,14,4,0,0,A,YES,NO,Mrs,NO,No
9/24/2017,6:26:07,Slow,WEB,Yes,5,3,A,grade2,MCH,10/23/2017,4, AC,7,2,1,0,None Required,NO,NO,Mrs,NO,No
10/22/2017,8:10:08,Slow,WEB,Yes,2,2,B,grade3,MCH,7/10/2018,37, IO Vista,18,3,0,0,A,YES,YES,Mrs,NO,No
7/2/2018,11:24,Slow,WEB,Yes,3,2,A,grade1,MCH,8/11/2019,58, AB,10,5,0,0,A,NO,NO,Mrs,YES,No
10/14/2017,11:04:07,Slow,WEB,Yes,2,1,B,grade2,Lon All,9/3/2018,47, CC City,10,2,0,0,B,YES,YES,Mrs,NO,No
3/8/2018,8:36,Slow,WEB,Yes,5,1,A,grade2,GG,9/13/2019,79, AB,14,2,0,0,B,NO,NO,Mrs,NO,No
10/6/2017,7:18:07,Slow,WEB,,9,1,E,,GG,10/3/2018,52, AB,14,5,2,0,A,YES,YES,Mrs,NO,No
4/30/2018,11:10,Extremely Fast,WEB,Yes,5,2,E,,Lon All,9/15/2018,19, GFH,14,2,0,0,A,YES,YES,Mrs,NO,No
1/15/2018,9:08,Extremely Fast,WEB,,5,1,A,grade1,MCH,8/6/2018,29, AC,14,2,2,0,A,NO,NO,Mrs,NO,No
3/10/2018,11:12,Extremely Fast,WEB,,14,2,A,grade3,Lon Gat,4/16/2020,110, AC,21,2,3,0,A,NO,NO,Mrs,NO,No
8/2/2018,7:20,Extremely Fast,WEB,Yes,6,1,A,grade2,Lon Gat,10/25/2019,64, AA Resort,14,2,2,0,B,YES,NO,Mrs,YES,No
8/25/2018,11:06,Extremely Fast,WEB,Yes,0,3,B,grade2,NC,7/20/2019,47, AA Resort,17,2,1,0,B,YES,NO,Mrs,YES,No
7/6/2018,7:00,Extremely Fast,WEB,Yes,0,2,A,grade2,BH,10/19/2019,67, NM AB Resort,7,3,1,0,B,YES,YES,Mrs,YES,No
11/25/2018,11:44,Extremely Fast,WEB,Yes,6,2,D,grade2,ED,10/6/2019,45, NM AB Resort,14,4,0,0,B,YES,NO,Mrs,YES,No
9/18/2018,11:56,Extremely Fast,WEB,,8,3,B,grade2,BH,8/7/2019,46, NM AB Resort,14,3,0,0,B,YES,YES,Mrs,YES,No
1/16/2017,3:48:38,Extremely Fast,WEB,Yes,1,2,E,grade1,Lon Gat,7/27/2017,27, AC,18,4,0,0,A,NO,NO,Mrs,NO,No
3/2/2017,5:04:38,Extremely Fast,WEB,,0,2,A,grade2,MCH,9/9/2017,27, AC,7,5,0,0,B,NO,NO,Mrs,NO,No
7/21/2017,7:22:38,Extremely Fast,WEB,,0,2,A,grade2,Lon All,9/28/2018,62, AC,14,2,0,0,A,NO,NO,Mrs,NO,No
1/30/2018,14:32,Extremely Fast,WEB,,12,6,A,grade3,Lon All,4/2/2019,61, AC,14,6,4,0,B,NO,NO,Mrs,NO,No
2/21/2018,8:40,Extremely Fast,WEB,Yes,2,1,A,grade2,MCH,10/27/2019,88, AB,14,2,0,0,B,NO,NO,Mrs,NO,No
10/11/2018,12:10,Extremely Fast,WEB,Yes,8,1,E,,Lon All,7/31/2019,42, AB,21,4,0,0,None Required,YES,YES,Mrs,YES,No
12/29/2017,6:38:08,Extremely Fast,WEB,Yes,1,2,A,grade1,Lon Gat,10/18/2019,94, JH Area,14,10,1,0,A,YES,YES,Mrs,NO,No
2/20/2017,9:11:21,Extremely Fast,WEB,,6,1,A,grade2,Lon Heathrow,4/13/2017,7, San Diego,4,1,0,0,None Required,NO,NO,Mrs,NO,No
5/28/2017,10:24:39,Extremely Fast,WEB,Yes,0,1,E,grade2,BH,10/29/2019,126, AB,21,3,0,0,A,YES,YES,Mrs,NO,No
6/24/2017,10:58:38,Extremely Fast,WEB,,13,3,A,grade1,Lon Gat,9/19/2018,65, AC,14,10,0,0,A,NO,NO,Mrs,NO,No
12/27/2017,12:12:09,Extremely Fast,WEB,Yes,4,3,A,grade2,B,6/29/2018,26, DC Drive,14,3,0,0,B,NO,NO,Mrs,NO,No
8/11/2018,8:20,Extremely Fast,WEB,Yes,7,4,C,grade2,Lon All,8/19/2019,54, DC Drive,7,2,2,0,None Required,YES,NO,Mrs,YES,No
6/29/2017,14:32:40,Extremely Fast,WEB,,0,1,C,grade3,Any Airport,5/2/2018,44, AC,14,4,0,0,None Required,NO,NO,Mrs,NO,No
1/29/2018,7:02,Extremely Fast,WEB,Yes,0,0,A,grade2,AD,10/10/2018,36, AC,14,2,1,0,B,NO,NO,Mrs,NO,No
4/28/2017,6:32:38,Extremely Fast,WEB,,2,1,A,grade1,MCH,5/16/2019,107, AB,10,3,1,0,A,YES,YES,Mrs,NO,No
5/21/2017,12:00:39,Extremely Fast,WEB,Yes,0,1,A,grade2,MCH,5/18/2018,51, AC,14,3,2,0,B,NO,NO,Mrs,NO,No
9/11/2017,7:54:07,Extremely Fast,WEB,Yes,11,1,A,grade1,Any Airport,8/14/2018,48, AB,14,3,2,0,None Required,NO,NO,Mrs,NO,No
3/21/2018,8:30,Extremely Fast,WEB,Yes,4,7,B,grade3,MCH,8/5/2019,72, GFH,10,4,0,0,A,NO,NO,Mrs,NO,No
8/12/2018,12:40,Extremely Fast,WEB,Yes,10,4,B,grade2,ED,4/2/2019,33, AB,20,2,1,0,A,YES,NO,Mrs,YES,No
9/19/2018,13:10,Slow,WEB,Yes,0,1,B,grade2,GG,9/7/2019,50, Clearwater,14,2,0,0,B,YES,NO,Mrs,YES,No
3/29/2017,15:00:37,Slow,WEB,,9,5,A,grade1,MCH,6/6/2018,62, AC,14,4,2,1,A,YES,YES,Mrs,NO,No
6/20/2018,11:38,Slow,WEB,Yes,11,2,A,grade2,MCH,5/29/2019,49, AA Resort,14,5,1,0,B,YES,NO,Mrs,YES,No
10/30/2018,14:04,Slow,WEB,,3,2,A,grade2,GG,7/13/2019,36, AA Resort,11,3,0,0,B,YES,NO,Mrs,YES,No
4/28/2018,9:06,Slow,WEB,,0,2,A,grade1,Lon Gat,8/20/2018,17, AC,14,4,2,0,A,NO,NO,Mrs,NO,No
5/11/2017,7:50:38,Slow,WEB,,0,3,B,grade3,Lon Heathrow,3/31/2018,46, Clearwater,14,3,2,0,A,YES,YES,Mrs,NO,No
6/14/2017,12:18:39,Slow,WEB,,7,2,A,grade1,MCH,8/18/2018,61, AB,14,3,3,0,A,NO,NO,Mrs,NO,No
10/2/2017,8:40:07,Slow,WEB,Yes,14,5,B,grade2,Lon All,4/2/2018,26, AB,14,2,0,0,A,NO,NO,Mrs,NO,No
6/7/2017,7:14:38,Slow,WEB,Yes,0,1,A,grade1,MCH,8/8/2018,61, AC,21,5,0,0,A,NO,NO,Mrs,NO,No
4/12/2018,9:40,Slow,WEB,Yes,6,3,B,grade2,Inverness,10/14/2018,27, AB,14,3,1,0,A,NO,NO,Mrs,NO,No
3/1/2017,11:14:39,Slow,WEB,,5,4,D,grade1,Lon Heathrow,8/13/2018,76, AA Resort,14,8,0,0,A,YES,NO,Mrs,NO,No
4/15/2018,11:28,Slow,WEB,Yes,6,6,A,grade1,Lon All,8/20/2020,122, AC,14,6,3,0,A,YES,YES,Mrs,NO,No
10/27/2018,5:50,Slow,WEB,Yes,0,1,A,grade1,MCH,2/16/2019,16, PP Area,7,4,0,0,None Required,YES,YES,Mrs,YES,No
10/20/2018,11:56,Slow,WEB,,8,3,A,grade2,Lon All,5/25/2019,31, DC Drive,7,2,1,0,A,NO,NO,Mrs,YES,No
1/15/2019,3:52,Slow,WEB,Yes,5,3,A,grade1,GG,5/18/2019,17, AB,14,4,0,0,A,YES,YES,Mrs,YES,No
5/8/2017,11:16:39,Slow,WEB,Yes,0,1,E,grade1,Lon Gat,9/11/2018,70, AB,14,7,1,0,A,YES,YES,Mrs,NO,No
1/27/2018,11:50,Slow,WEB,,11,2,A,grade1,Lon Gat,4/8/2019,63, AC,14,4,2,0,A,YES,YES,Mrs,NO,No
4/4/2018,11:18,Slow,WEB,Yes,6,4,A,grade2,MCH,8/13/2019,71, AB,14,2,2,255,B,NO,NO,Mrs,NO,No
11/2/2017,7:18:07,Slow,WEB,,6,5,A,grade2,MCH,8/1/2018,39, AC,14,2,2,0,B,NO,NO,Mrs,NO,No
10/13/2018,9:26,Slow,WEB,,12,5,A,grade2,Lon Gat,8/10/2019,43, PP Area,14,3,0,0,B,YES,NO,Mrs,YES,No
10/11/2017,13:36:08,Slow,WEB,,9,2,D,grade2,GG,5/27/2018,33, AC,14,4,0,0,A,NO,NO,Mrs,NO,No
5/21/2017,8:48:38,Slow,WEB,Yes,1,1,A,grade1,MCH,7/10/2018,59, AC,14,6,4,0,A,YES,YES,Mrs,NO,No
7/10/2018,14:52,Slow,WEB,Yes,8,2,RV Tour,,Lon All,6/8/2019,47, SF,1,2,0,0,None Required,NO,NO,Mrs,YES,No
6/16/2017,8:44:38,Slow,WEB,,8,2,A,grade1,MCH,12/1/2018,76, JH Area,14,4,0,0,A,YES,YES,Mrs,NO,No
9/20/2017,7:28:07,Slow,WEB,,0,1,A,grade2,MCH,8/17/2018,47, DC Drive,10,2,1,0,A,YES,YES,Mrs,NO,No
2/18/2017,12:56:39,Slow,WEB,Yes,2,2,A,grade2,MCH,8/11/2018,77, AB,14,4,1,0,A,YES,NO,Mrs,NO,No
9/8/2018,6:46,Slow,WEB,Yes,3,1,A,grade2,Lon All,4/19/2019,32, PP Area,10,1,1,0,None Required,NO,NO,Mrs,YES,No
1/1/2017,8:46:38,Slow,WEB,,9,1,A,grade1,MCH,4/8/2017,13, AB,14,2,1,0,A,YES,NO,Mrs,NO,No
11/9/2017,10:24:07,Slow,WEB,Yes,3,5,B,grade2,MCH,10/18/2018,49, LV,9,4,0,0,B,YES,YES,Mrs,NO,No
3/19/2017,8:02:38,Slow,WEB,,3,4,A,grade2,MCH,5/20/2018,61, AC,14,2,2,0,B,NO,NO,Mrs,NO,No
4/12/2018,7:38,Slow,WEB,Yes,4,2,A,grade2,MCH,9/12/2019,74, AC,14,2,0,0,None Required,NO,NO,Mrs,NO,No
2/22/2018,13:08,Slow,WEB,,11,5,A,grade2,Any Airport,8/5/2018,24, AA Resort,21,2,0,0,None Required,YES,YES,Mrs,NO,No
9/5/2018,14:20,Slow,WEB,,25,5,D,grade2,NC,7/8/2019,44, DC Drive,7,2,0,0,None Required,YES,NO,Mrs,YES,No
11/10/2017,7:46:08,Slow,WEB,Yes,0,1,A,grade2,MCH,11/14/2018,53, DC Drive,14,2,0,0,A,NO,NO,Mrs,NO,No
2/11/2018,9:42,Slow,WEB,Yes,0,1,A,grade1,Lon All,6/24/2019,71, AB,14,10,1,1,A,NO,NO,Mr,NO,No
5/19/2017,13:24:38,Slow,WEB,Yes,1,2,A,grade2,MCH,9/17/2017,18, DC Drive,12,2,0,0,None Required,NO,NO,Mr,NO,No
7/12/2017,14:52:45,Slow,WEB,Yes,4,3,A,grade2,MCH,2/21/2019,84, AC,9,4,1,0,B,NO,NO,Mr,NO,No
11/14/2017,12:22:08,Slow,WEB,,9,2,A,grade2,Lon Heathrow,4/15/2018,22, AA Resort,18,2,0,0,B,YES,YES,Mr,NO,No
4/28/2017,10:18:39,Slow,WEB,,21,3,A,grade1,Lon Heathrow,6/13/2018,59, JH Area,14,6,0,0,A,YES,YES,Mr,NO,No
4/16/2017,9:10:41,Slow,WEB,Yes,2,1,A,grade1,MCH,8/1/2017,15, AB,14,3,1,0,A,NO,NO,Mr,NO,No
7/5/2017,14:02:52,Slow,WEB,Yes,0,7,A,grade1,GG,11/7/2017,18, AB,14,4,1,0,None Required,NO,NO,Mr,NO,No
11/1/2017,14:48:39,Slow,WEB,,0,1,A,grade1,Lon Gat,8/21/2018,42, AB,14,4,0,0,,NO,NO,Mr,NO,No
11/21/2017,9:18:08,Slow,WEB,,2,3,A,grade1,Lon All,9/20/2018,43, AC,10,3,2,0,A,NO,NO,Mr,NO,No
4/1/2017,14:30:42,Slow,WEB,Yes,4,2,A,grade2,Lon All,7/23/2017,17, AA Resort,14,3,0,0,B,NO,NO,Mr,NO,No
12/19/2017,12:34:11,Slow,WEB,Yes,0,1,A,grade2,Lon All,10/11/2018,42, AB,14,1,1,0,B,NO,NO,Mr,NO,No
4/29/2018,8:10,Slow,WEB,Yes,0,1,A,grade2,Lon All,4/6/2019,48, AC,14,3,2,0,A,NO,NO,Mr,NO,No
12/18/2017,13:26:08,Slow,WEB,,2,3,A,grade3,MCH,5/18/2018,21, AB,14,6,2,0,A,NO,NO,Mr,NO,No
10/27/2018,7:50,Slow,WEB,Yes,3,3,A,grade2,MCH,9/19/2019,47, DC Drive,14,2,0,0,B,YES,NO,Mr,YES,No
1/10/2017,9:00:41,Slow,WEB,Yes,1,1,A,grade2,Lon All,10/29/2017,42, CC City,3,2,0,0,B,NO,NO,Mr,NO,No
4/10/2017,10:26:38,Slow,WEB,Yes,9,2,A,grade2,MCH,8/17/2018,70, AC,14,2,0,0,None Required,NO,NO,Mr,NO,No
4/27/2017,13:48:38,Slow,WEB,Yes,3,4,C,grade1,Any Airport,3/29/2018,48, AC,14,7,3,0,None Required,YES,YES,Mr,NO,No
1/8/2019,10:56,Slow,WEB,Yes,1,1,A,grade1,Lon All,8/21/2019,32, JH Area,10,4,0,0,None Required,YES,YES,Mr,NO,No
2/16/2018,13:20,Slow,WEB,Yes,1,1,E,,Lon All,8/4/2018,24, AB,21,2,2,0,A,NO,NO,Mr,NO,No
2/27/2018,13:34,Slow,WEB,Yes,6,2,B,grade2,Lon All,2/8/2019,49, Nashville,3,2,0,0,None Required,NO,NO,Mr,NO,No
10/4/2017,12:08:12,Slow,WEB,,7,3,A,grade1,GG,3/29/2019,77, AC,14,8,1,0,A,NO,NO,Mr,NO,No
1/25/2018,16:24,Slow,WEB,,7,2,B,grade2,MCH,3/16/2018,7, AC,7,4,0,0,A,YES,YES,Mr,NO,No
2/14/2017,12:20:40,Slow,WEB,,7,2,A,grade2,ED,5/12/2017,12, CC City,6,2,0,0,None Required,NO,NO,Mr,NO,No
10/18/2017,11:32:07,Slow,WEB,,8,1,A,grade1,MCH,9/18/2019,100, AB,14,6,2,0,A,NO,NO,Mr,NO,No
5/25/2018,12:50,Slow,WEB,,4,2,A,grade2,Lon All,2/19/2019,39, AA Resort,14,2,1,0,B,YES,YES,Mr,NO,No
8/22/2018,10:50,Slow,WEB,Yes,10,3,A,grade1,Lon All,10/24/2019,61, AB,14,6,1,0,A,YES,NO,Mr,YES,No
5/30/2018,7:58,Slow,WEB,Yes,16,9,A,grade2,Lon All,4/6/2019,44, AC,14,4,0,0,None Required,NO,NO,Mr,NO,No
6/7/2017,13:46:38,Slow,WEB,,5,7,A,grade2,Lon All,8/14/2018,62, AC,14,2,0,0,B,NO,NO,Mr,NO,No
4/15/2018,12:04,Slow,WEB,Yes,3,1,A,grade1,Lon All,9/17/2018,22, AB,13,4,0,0,None Required,YES,YES,Mr,NO,No
1/29/2018,13:52,Slow,WEB,,1,2,A,grade1,GG,10/25/2018,38, AC,13,6,3,0,A,YES,YES,Mr,NO,No
1/31/2017,9:34:39,Slow,WEB,,37,6,E,grade2,MCH,8/22/2018,81, AB,14,2,2,0,A,NO,NO,Mr,NO,No
4/1/2017,7:20:38,Slow,WEB,Yes,4,4,A,grade1,Lon All,7/17/2019,120, IO Vista,14,3,1,0,A,YES,YES,Mr,NO,No
5/16/2018,8:30,Slow,WEB,Yes,1,4,A,grade1,MCH,7/18/2019,61, AA Resort,14,3,2,0,A,NO,NO,Mr,NO,No
7/11/2018,13:16,Slow,WEB,Yes,5,2,A,grade1,GG,4/26/2019,41, AB,14,2,2,0,A,YES,NO,Mr,YES,No
2/17/2017,13:10:39,Slow,WEB,Yes,2,2,A,grade1,MCH,10/22/2018,88, AB,14,5,1,0,A,YES,NO,Mr,NO,No
2/18/2018,9:00,Slow,WEB,Yes,2,2,E,,MCH,5/22/2019,65, AC,14,2,1,1,A,YES,YES,Mr,NO,No
5/28/2018,8:24,Slow,WEB,Yes,6,4,A,grade1,Lon All,8/17/2018,11, JH Area,14,4,0,0,A,YES,YES,Mr,NO,No
6/12/2017,11:50:38,Slow,WEB,,3,1,A,grade2,MCH,12/29/2017,28, AC,11,1,0,0,None Required,NO,NO,Mr,NO,No
8/25/2017,10:44:11,Slow,WEB,Yes,1,1,A,grade2,Any Airport,8/27/2017,1, AA Resort,6,1,1,0,B,NO,NO,Mr,NO,No
9/25/2017,14:36:07,Slow,WEB,,0,3,A,grade2,Lon All,7/29/2018,44, AC,15,3,1,0,A,NO,NO,Mr,NO,No
7/19/2018,6:40,Slow,WEB,Yes,7,4,A,grade2,D,3/30/2019,36, PP Area,10,2,1,0,B,YES,NO,Mr,YES,No
12/28/2017,7:46:12,Slow,WEB,Yes,0,1,A,grade2,BH,7/24/2018,30, AB,14,2,0,0,B,YES,YES,Mr,NO,No
6/30/2018,8:12,Slow,WEB,Yes,3,3,B,grade2,Lon All,7/13/2019,54, PP Area,21,2,1,0,A,YES,YES,Mr,YES,No
5/8/2018,10:10,Slow,WEB,Yes,6,5,A,grade3,Lon All,12/18/2018,32, AC,14,2,0,0,None Required,YES,YES,Mr,NO,No
1/15/2019,13:54,Slow,WEB,Yes,2,1,A,grade3,Lon All,2/15/2019,4, IO Vista,7,2,0,0,A,YES,NO,Mr,NO,No
4/1/2018,10:30,Slow,WEB,Yes,1,2,E,,MCH,10/27/2018,29, AC,10,2,0,0,A,YES,YES,Mr,NO,No
1/30/2017,10:04:38,Slow,WEB,Yes,1,3,A,grade1,MCH,10/2/2017,35, AC,14,3,0,0,A,NO,NO,Mr,NO,No
3/3/2017,7:26:38,Slow,WEB,,7,1,B,grade1,Lon All,8/6/2017,23, AB,14,4,0,0,A,YES,NO,Mr,NO,No
12/10/2017,7:30:08,Slow,WEB,Yes,9,4,A,grade1,Lon All,8/11/2019,87, AB,14,3,1,0,A,NO,NO,Mr,NO,No
1/10/2018,14:42,Slow,WEB,,4,3,A,grade1,Lon All,9/26/2018,37, AB,14,6,2,0,B,NO,NO,Mr,NO,No
4/6/2018,8:42,Slow,WEB,Yes,13,1,A,grade1,GG,9/6/2019,74, AC,14,4,6,0,A,NO,NO,Mr,NO,No
6/12/2017,12:58:48,Slow,WEB,,8,2,B,grade1,Lon Gat,9/28/2017,15, AB,14,4,0,0,A,YES,YES,Mr,NO,No
1/21/2018,11:18,Slow,WEB,Yes,3,1,A,grade1,MCH,7/17/2019,77, AB,14,2,2,0,A,NO,NO,Mr,NO,No
9/27/2018,16:00,Slow,WEB,,10,4,B,grade2,MCH,6/2/2019,36, LA,7,2,0,0,None Required,YES,YES,Mr,YES,No
8/9/2017,7:36:38,Slow,WEB,Yes,1,3,E,grade1,Lon Gat,8/23/2018,54, AC,14,4,0,0,A,YES,YES,Mr,NO,No
11/14/2017,7:34:07,Slow,WEB,,0,3,A,grade3,BH,11/5/2018,51, AB,10,4,0,0,B,YES,YES,Mr,NO,No
7/23/2017,8:34:38,Slow,WEB,Yes,0,3,A,grade2,MCH,10/19/2018,64, AC,21,2,0,0,A,YES,YES,Mr,NO,No
11/22/2017,15:10:08,Slow,WEB,Yes,7,1,A,grade2,MCH,4/9/2018,20, AC,10,1,1,0,None Required,NO,NO,Mr,NO,No
2/12/2018,14:54,Slow,WEB,Yes,3,4,E,,MCH,8/13/2018,26, LH,14,2,0,0,A,NO,NO,Mr,NO,No
